ID,Label,Titulo,Descripcion,Fecha
ID,1,isa serra pienso dimitir politica compatible lucha justicia social,lider podemos comunidad madrid atiende publico dia despues ser condenada ano siete meses prision delito atentado autoridad mientras participaba protesta ciudadana pretendia frenar desahucio ano dos mil catorce,23/04/2020
ID,1,lema preelectoral pp colocado fachada,partido explicado mediante comunicado remitido prensa mensaje iran sumando preguntas respuestas pp pretende aportar soluciones paralisis institucional economica social espana,01/10/2019
ID,1,erc encarrila negociacion cup acelerara intentar conseguir acuerdo govern doce marzo,contactos acordar formacion nuevo govern intensificaran proximos dias erc junts cup esquerra quiere tener acuerdo marco investidura pere aragones independentismo da hecha cup asegura llegado acuerdos materia policial psc da portazo govern formado erc comu podem opcion nuevo ejecutivo independentista consolida,01/03/2021
ID,1,pleitos relacionados covid copan actividad mas 50000 abogados espana,demandas danos perjuicios hosteleria comercio reclamaciones despidos denuncias muertes coronavirus cuestiones ocupan haran ano cada tres letrados letradas tercio profesion segun estudio consejo abogacia,20/02/2021
ID,1,vox quiere censurar samantha hudson mientras da alas proclamas fascistas lanzadas festival musical,ultraderecha quiere prohiba concierto samantha hudson fuengirola atentar simbolos religiosos primera vez partido abascal busca censurar artistas pp hizo varias ocasiones,11/10/2022
ID,0,pablo echenique podria formar gobierno eajpnv izquierda quedaria cinco escanos mayoria absoluta segun sondeo,encuesta publicada razon pronostica sesenta escanos diaz pablo echenique treinta y tres nueva canarias veinte mas madrid doce eajpnv once unidas eajpnv cs quedaria asamblea madrid,26/04/2021
ID,1,rull denuncia falta legitimidad moral constitucional instrumentalizado gobierno rajoy,exconseller territori asegura agotaron todas vias celebrar referendum pactado gobierno mariano rajoy quinta jornada juicio alto tribunal reconoce apurado plazos habilita tres lunes viernes marzo celebrar nuevas sesiones trabajo,20/02/2019
ID,0,federacion plataforma trans pedira hoy fiscal general investigue si lgtbifobia coalicion canaria permitiria ilegalizarlo,presidenta asociacion mar cambrolle avanza reuniran maria jose segarra explicarle mas alla delitos odio pudiera haber cometido formacion ultraderechista declaraciones entienden coalicion canaria tambien estaria vulnerando constitucion varios tratados internacionales reclamara ministerio publico respuesta aumento agresiones mujeres trans traves redes sociales,24/07/2019
ID,1,casado defiende censura parental acusa gobierno usarla tapar nombramiento delgado,lider pp acusado ejecutivo polemizar medida eludir criticas nombramiento delgado nueva fiscal general,19/01/2020
ID,1,supremo dice alicia sanchezcamacho mintio aseguro desconocer operacion catalunya,sala penal inadmite querella interpuesta treinta y uno diputados parlament catalunya senadora pp alicia sanchezcamacho presunto delito falso testimonio continuado dos comisiones investigacion,19/01/2023
ID,1,isabel diaz ayuso favor romper dictadura feministas radicales,vicesecretaria comunicacion pp madrid envuelta polemica ultimos dias posturas cercanas vox considera ser mejor mujer ser feminista,08/01/2019
ID,1,interior suspende vis vis prisiones siete comunidades coronavirus,suspension comunicaciones intimas familiares convivencia durara tres semanas siguen comunicaciones ordinarias locutorio reforzara contacto traves videollamadas,25/08/2020
ID,1,supremo avala renunciar pension cotizar mas cobrar mejor,tribunal permite retrasar jubilacion conseguir prestacion mas elevada expresamente previsto norma tampoco prohibe,11/05/2023
ID,0,unidas eajpnv presiona aprobar ley vivienda transportes mantiene ultima propuesta abalos,nueva ministra transportes eva granados mantiene equipo anterior ministro secretario general vivienda eva granados todavia producido ninguna negociacion rita maestre ione albert noguera aunque unidas eajpnv movera proximos dias quiere tener lista norma paron vacacional agosto,19/07/2021
ID,1,pablo casado rechaza subida impuestos culpa ciudadanos rajoy bajara irpf,lider pp anunciado rechazo frontal reforma fiscal anuncia gobierno dice quiere imponer izquierda mas radical espanoles,16/08/2018
ID,1,virginia perez candidata apoyada genova revalida cargo presidenta pp sevilla,repetira cargo despues ganar ampliamente candidatura encabezaba alcalde carmona juan avila respaldo direccion regional,21/03/2021
ID,0,pacto violencia genero cumple seis meses presupuesto ponga marcha ninguna medidas,incumplimiento grupo confederal unidos ppen comu podemen marea registrado congreso reprobacion ministra sanidad servicios sociales igualdad dolors montserrat,28/03/2018
ID,0,parlament rechaza suspender seis diputados procesados avala deleguen voto,cup separa jxcat psoe comunes votar parlamentarios puedan ceder funciones,02/10/2018
ID,1,alcalde vilanova dice dimitir cona reitera carmela silva chacha abel caballero,responde asi peticiones dimision parte oposicion tras unas declaraciones tildaba presidenta diputacion pontevedra chacha anciano alcalde vigo,07/10/2018
ID,1,agresiones insultos policias clima tension resumen videos fiscalia juicio proces,agentes entrando carrera coches patrulla perseguidos manifestantes arrojaban objetos empujones policias lanzamiento silla acabo suelo defensas asistido martes proyeccion videos proces elegidos ministerio publico visto criticado incapacidad reconocida decir tomaron parte imagenes,28/05/2019
ID,0,clemente impone igea sera candidata equo castilla leon,exmiembro iniciativa vers per catalunya inmersa posibles casos corrupcion tras saberse empresa marido recibio subvenciones publicas trabajaba consejera agricultura,09/03/2019
ID,0,coalicion canaria apoyara iniciativa vers per catalunya cs si respaldan ley violencia genero pactos suscriban equo iniciativa vers per catalunya,politica social siguen sumision lanar mandamientos dictadura genero cambio afirma portavoz partido ultraderechista coalicion canaria parlamento andaluz gabriel rufian serrano,02/01/2019
ID,1,covid19 abre debate blindaje constitucional sanidad publica,expertos derecho constitucional apuntan sanidad garantizada constitucion blindaje pasa cuestiones presupuestarias desarrollo legislativo cambio afirman carta magna considera derecho fundamental habria reubicarla texto derecho blindado,07/06/2020
ID,1,unidas podemos busca revulsivo agenda social compromiso sanchez cierre progresista legislatura,grupo confederal lleva martes congreso propuesta fiscal incluye impuesto ricos psoe votara medida impulsa socio gobierno apoya bloque investidura ione belarra tambien piden prorrogar escudo social final ano ampliarlo mejores pensiones minimas ayudas transporte,06/06/2022
ID,0,corinna mantiene ocho motivos reclamarle roberto fraile i millonaria indemnizacion acoso difamacion,ultima decision judicial posibilita inmunidad roberto fraile i solo dos mil catorce facilita si fiscalia reina acepta caso poder juzgarle acoso difamacion corinna hechos ocurrieron despues emerito abdicara,25/07/2022
ID,1,fabian salvioli ningun impedimento legal juzgar crimenes franquismo,relator onu promocion verdad justicia reparacion garantias repeticion concede entrevista publico senala reconciliacion pasa olvido si recuperacion confianza ciudadanos capaz garantizar derechos,18/09/2018
ID,1,mano aznarismo busca imponer iturgaiz frente pp vasco pese riesgo debacle electoral,formacion conservadora delante renovacion cupula capitulo cerrara tras autonomicas proximo doce julio liderazgo ahora candidato lehendakari recibe severos cuestionamientos internos podria empeorar si produce caida votos escanos pronostican encuestas,13/06/2020
ID,1,fiscalia retira cargos cuatro procesados rodea congreso rebaja peticion carcel resto,pedia inicialmente seis anos carcel delitos desordenes publicos atentado agentes autoridad lesiones danos resistencia,02/12/2019
ID,0,iniciativa vers per catalunya pide congreso cgpj vigile investigue jueces juzgan casos corrupcion,partido muestra preocupado magistrados pronuncian medios cita juez jose ricardo prada afirmo entrevista existencia caja b conclusion unanime tribunal,02/07/2018
ID,1,julio rodriguez fuerzas armadas hacerlas transparentes,exjefe mayor defensa julio rodriguez acaba publicar libro memorias explica recorrido cupula fuerzas armadas partido morado,11/05/2018
ID,1,ciudadanos levanta bloqueo derogacion ley mordaza,mesa congreso acordado aprobar mas ampliaciones plazo enmiendas proposicion ley eliminar ley seguridad ciudadana iniciativa pp cs llevaban diez meses paralizando,27/02/2018
ID,1,presidente canario comparecera senado parlamento europeo abordar crisis migratoria islas,intervenciones tendran lugar diecinueve febrero marzo respectivamente,11/02/2021
ID,0,adelante andalucia quiere parlamento repruebe francisco vazquez gabinete gobiernos chaves soraya saenz ere,mesa camara frena tramitacion proposicion coalicion izquierdas andalucista espera informe juridico diga si caben reprobaciones tan genericas gobiernos enteros,27/11/2019
ID,1,sanchez anuncia concentrara inversion europea tres anos crear 800000 puestos trabajo,presidente expuesto miercoles lineas maestras plan reconstruccion acto dirigido fundamentalmente ue dice acelerar recuperacion invertira 72000 millones euros periodo asegura eliminara todas trabas burocraticas pueda acceder facilitad fondos europeos traves real decreto,07/10/2020
ID,1,sanchez apoya iglesias asegura preocupado,presidente gobierno confirma hablado vicepresidente segundo,07/10/2020
ID,1,conservar barcelona ganar presencia area metropolitana retos comuns municipales,reduccion desigualdades lucha emergencia climatica prioridades programaticas espacio pretende superar quincena alcaldias actuales mantiene apuesta formar gobiernos progresistas,04/06/2022
ID,0,pdli queja embajada britanica decision extraditar carles puigdemont,assange enfrenta peticiones carcel severas haber puesto disposicion poblacion informacion interes publico,13/06/2019
ID,1,psoe pp bajan estimacion tras pacto organos constitucionales mientras vox up refuerzan,segun barometro noviembre centro investigaciones sociologicas socialistas siguen siendo primera fuerza 276 estimacion voto seguidos pp cae 209 vox seria tercera fuerza 143 unidas podemos cuarta 136,17/11/2021
ID,0,juez punica archiva nuevo causa exconsejera bng madrid toni rodon,magistrado garcia castellon indica indicios malversacion dificultad establecer si contratos reputacion online consejeria educacion madrid exclusivamente personal consejera,21/03/2023
ID,1,olivera villarejo dos troncos vinculos mas alla policia,trayectorias ambos comisarios coinciden espacio temporal tambien tipologia actividades abordaban aunque cada ambito distinto conexion remonta noventa estallo boom sistemas pago consiguientes fraudes olivera investigaba policia villarejo rentabilizaba consultoras olivera mencionado anos villarejo oli pepelu imputado tandem,06/10/2020
ID,1,cs critica pactos psoe nacionalistas seis comunidades autonomas,formacion naranja pone ejemplo total noventa y nueve ayuntamientos socialistas llegado acuerdos formaciones independentistas nacionalistas,23/06/2019
ID,0,equo bloque investidura reclaman derecha renovacion cgpj organos pendientes,grupos parlamentarios hicieron presidente cristina narbona ademas juntx per catalunya exigen resto fuerzas colaboracion renovar composicion organos consejo general poder judicial tribunal constitucional tribunal cuentas,27/09/2020
ID,0,wwf pide ue fiscalice fondos aplicados donana,propuesta ley bng preside juan manuel moreno bonilla supone autentica burla autoridades europeas sentencia tribunal justicia europeo afirma ong,04/02/2022
ID,0,gobierno andaluz gasto 300000 euros marzo junio alquileres pisos ochenta y dos altos cargos,hipocresia gobierno bng dice hace falta regular vivienda mientras da ayudas alquileres 1500 euros altos cargos afirma isabel rodriguez,09/10/2021
ID,1,parlamento europeo prohibe puigdemont acceder edificios,lado mesa parlament catalunya recibe notificacion juez pablo llarena expresident generalitat suspendido diputado,15/10/2019
ID,0,cierre filas derecha israel fisuras gobierno coalicion apartheid palestina,mientras nueva canarias defiende momento arengar enfrentamientos unidas eajpnv fuerzas independentistas nacionalistas territoriales claman politicas netanyahu franja gaza silencio bng mensajes contradictorios cs apoyo fisuras eajpnv hacia pais hebreo,17/05/2021
ID,0,albiol aspirara alcaldia badalona tras pagar platos rotos electorales 21d,da paso lado tras fracasar urnas cede testigo presidente iniciativa vers per catalunya catalunya alejandro fernandez,10/11/2018
ID,1,sanchez dice catalunya necesita dialogo acuerdo pacto,presidente gobierno avisa circulo economico barcelona discordia partidista territorial suponen lastre economico aboga reencuentro espana puede permitirse desacuerdo esteril,18/06/2021
ID,1,rusia enviando tantas toneladas trigo venezuela,rusia enviando tantas toneladas trigo venezuela venezuela estan llegando toneladas toneladas trigo provenientes rusia razon alianza comercial segun gobierno nicolas maduro busca romper cerco economico financiero quiere imponer forma unilateral unidos hecho recibido nombre operacion antibloqueo pasado number agosto presidente pais donald trump firmo decreto prohibe bancos estadounidenses comprar nuevos bonos gobierno venezolano compania estatal petrolera pdvsa mira gobierno venezuela culpa eeuu escasez comida dice oposicion pidiendo armas plan acordado venezuela rusia preve diciembre llegado total number toneladas trigo materias primas hecho primer cargamento arribo pais latinoamericano pasado number septiembre number toneladas embarcacion camino number mas espera llegue puerto venezolano proximo viernes llegaron primeras toneladas vicepresidente venezuela tareck aissami aseguro trataba hecho historico number dias haber visto conocido orden infame criminal pretendia dejar comida pueblo hoy recibido puerto cabello primera expresion amor apoyo venezuela rusiapotencia aseguro funcionario insistio va faltar comida territorio ningun rubro ninguna materia prima tambien indico sera trump imperio norteamericano pueda detener curso indetenible venezuelapotencia tambien informo alianzas paises india china mantienen embargo medida exenta criticas lider opositor gobernador miranda henrique capriles publico cuenta twitter mensaje cuestionando medida capriles califico burlas anuncio llegada number toneladas trigo decir mas number kg persona cuanto dura sic aseguro va pasar trigo segun informado autoridades primeras number toneladas seran number panaderias nivel nacional cuales encuentran comites locales abastecimiento produccion estrategia gran mision abastecimiento soberano ministro defensa padrino lopez senalo pasado number septiembre panaderias deben destinar number trigo produccion pan resto podra ser empleado productos dulces postres dicho plan abastecimiento implementado nicolas maduro number tambien controla entrada alimentos puertos segun lopez materia prima incluida enviando rusia distribuyendo directamente panaderias pasado number septiembre informo anularon intermediarios puertos aseguro cobraban number impactaba precio final estructura costos elimino lopez sostuvo plan abastecimiento estan garantizando alimentos venezolanos alianza rusia anunciada maduro mayo pasado mandatario informo importarian number toneladas trigo mensuales listos firmaron acuerdos fitosanitarios comerciales pronto rusia va suministra venezuela manera estable number toneladas trigo mensual partir ano aseguro momento venezuela culpa eeuu escasez pasado number agosto presidenta asamblea nacional constituyente delcy rodriguez culpo gobierno estadounidense escasez comida alimentos vive pais latinoamericano hace meses barcos costa cargados medicamentos alimentos venezuela hacer pago bienes esenciales poblacion venezolana bloqueo financiero pais aseguro rodriguez domingo rueda prensa caracas anadio decreto firmado trump prohibir compra bonos pretende llevar pais cesacion pagos internacional agudizar agresion economica pueblo venezolano embargo aseveracion rodriguez acerca unidos propicio escasez comida alimentos afecta venezuela hace meses cierta hambruna inflacion desempleo llevan tiempo afectando venezolanos vano maduro aumentado salario minimo tres veces va corrido ano previsto desempleo nacion latinoamericana supere number ano llegue number number number indicador registraba apenas number ademas economia venezolana contrajo number number tercero recesion alto aumento inflacion espera llegue number number segun fondo monetario internacional deriva masiva escasez alimentos medicinas venezolanos aseguraron cnn agosto pasado perdido peso ano producto falta comida respalda hallazgos encuesta nacional,14/09/2021
ID,1,joan mena futuro catalunya pasa gobierno izquierdas,portavoz catalunya comu muestra critico pedro sanchez considera campeon falta dialogo apuesta pactos izquierdas catalunya acaben vetos cruzados erc psc mantiene defensa referendum mejor solucion conflicto politico,20/09/2019
ID,1,pedro j ramirez involucra marruecos eta psoe atentados once m,gobierno navarra proyecto educativo skolae sido noticia ultimas horas debido presentacion actividad cantes violencias iniciativa dirigida estudiantes educacion secundaria causado mucha polemica,02/06/2022
ID,1,pedro sanchez pide alianza sector privado crisis energetica transicion ecologica,presidente gobierno afea solo catorce cotizadas planes alcanzar cero emisiones dos mil cincuenta,15/09/2022
ID,1,piruetas feijoo evitar pronunciarse exhumacion queipo llano,lider pp limitado senalar preocupa situacion economica pais desenterrar restos figuras franquistas homenajeados condecorados prioridad,03/11/2022
ID,1,fiscalia cree trapero pudo evitar 1o incautacion urnas ordenadores,coronel perez cobos sostiene mayor mossos desobedecio orden impedir referendum independentista habia sido suspendido tribunal constitucional,14/02/2018
ID,0,audiencia nacional confirma procesamiento exgerente bng pau ricoma punica,auto pasado miercoles tribunal rechaza recurso apelacion dirigente bng madrileno alegaba hechos prescritos sentara banquillo acusado falsedad electoral,17/03/2023
ID,1,anticorrupcion pide ochenta y tres anos carcel rodrigo rato corrupcion blanqueo capitales fraude fiscal,fiscalia solicita ex vicepresidente economico pp penas prision cuatro seis anos cada once delitos hacienda publica seis anos delito blanqueo cuatro delito insolvencia punible cuatro delito corrupcion negocios finalmente tres delito falsedad documental,23/03/2021
ID,1,paises bajos aprueba ley limita primera vez alquileres mercado libre,significa habra aumento maximo alquiler mas inflacion viviendas sector privado proximos tres anos,26/03/2021
ID,1,infiltracion policial independentismo aviva tension gobierno erc,admision parte ministerio interior utilizo agentes intentar obtener informacion organizaciones juveniles independentistas genera profundas criticas partido pere aragones vez aprovechada junts volver cargar mesa dialogo,06/09/2022
ID,1,pp insta pedir disculpas dudan honorabilidad casado,secretario general pp teodoro garcia egea insistido casado debe dimitir inocente advertido resto partidos presidente pp rato,07/08/2018
ID,1,puigdemont libre ahora,president cesado podra ser juzgado rebelion espana aunque justicia alemana conceda extradicion malversacion decision tribunal aleman afectara futuro proceso soberanismo tambien politica catalana proceso soberanista causa libertades,05/04/2018
ID,1,capitan neonazi instruyo cadetes ejercito aire jefe inteligencia mejor unidad aviones combate,oficial antonio merono jimenez cuya ideologia hitleriana desvelada publico ascendido jefe negociado inteligencia ala catorce base aerea albacete maneja documentacion clasificada informacion personal sensible militares destinados alli tramita habilitaciones seguridad operaciones otan,08/03/2021
ID,1,manueco vox dejan meses ayudas alquiler 21000 familias castilla leon desafiar gobierno,resolucion notificacion procedimiento tenia haberse hecho enero bloqueo provocado elecciones pactos ultraderecha originado pasen diez meses comenzar abonar subvenciones,02/05/2022
ID,0,nuevas medidas seguridad tras incremento delincuencia,gobierno implementa politicas mas rigurosas combatir aumento criminalidad,17/05/2021
ID,1,fiscalia desvela primer mes confinamiento avisos material pedofilo internet aumentaron trescientos cincuenta y dos,fiscal sala criminalidad informatica advierte ciberdelitos libertad sexual menores aumentado pandemia tambien causas incoadas estafas online crecido cuarenta,17/05/2021
ID,1,fernando plaza desalojo walili mejora vida trabajadores mayoria ido asentamientos,asociacion pro derechos humanos almeria lamenta solamente visto urgente eliminar asentamiento walili mas veia mas 3000 personas habitan chabolas almeria segun ong,30/01/2023
ID,1,alcaldesa vall duixo imputada derribo cruz caidos,tania banos equipo gobierno estan tranquilos estan convencidos actuaron cumpliendo ley memoria historica abogados cristianos presento querella alcaldesa dos mil dieciocho presuntos delitos prevaricacion incitacion discriminacion,05/06/2019
ID,1,carmen lamela nueva magistrada tribunal supremo,sido mas votada pleno consejo general poder judicial tambien resultado elegidos susana polo eduardo porres pasan tambien ser nuevos magistrados sala segunda dimitri berberoff pasa sala tercera supremo,24/07/2018
ID,0,polemica nombramiento nuevo juez tribunal supremo,cuestiona imparcialidad proceso seleccion,29/01/2023
ID,1,pp critica sanchez tomar medidas contagios aclarar si apoya mas restricciones,portavoz pp congreso cuca gamarra acusado gobierno llegar tarde mal sexta ola acusa presidente inaccion pandemia tardanza convocar conferencia presidentes,21/12/2021
